year,index_chain,yoy
2020,1.0,
2021,1.0463291521132476,0.04632915211324762
2022,1.1220378543185914,0.07235648749003754
2023,1.16676061414069,0.03985851248241401
2024,1.212307894962524,0.039037382878559956
2025,1.291037512047275,0.06494193217077493
